año,mes,Open,High,Low,AdjClose,ROC
1994,1,3615.199951,3980.5,3581.0,3980.49585,1.0892050454696607
1994,2,3954.399902,3970.0,3671.5,3739.696045,0.9395050732184538
1994,3,3719.5,3784.0,3480.800049,3489.09668,0.9329893761459433
1994,4,3485.600098,3618.699951,3293.800049,3520.696289,1.009056673373694
1994,5,3461.600098,3677.300049,3313.199951,3512.596436,0.997699360485792
1994,6,3502.5,3546.399902,3144.399902,3200.696777,0.9112053819210788
1994,7,3200.699951,3364.399902,3076.100098,3364.196533,1.0510825508916988
1994,8,3379.899902,3477.399902,3204.800049,3336.996582,0.991914874552307
1994,9,3326.300049,3326.300049,3119.800049,3176.596924,0.9519329270922219
1994,10,3156.300049,3294.300049,3056.300049,3194.496826,1.0056349302188021
1994,11,3169.199951,3341.5,3142.300049,3287.09668,1.028987305057351
1994,12,3281.199951,3336.800049,3017.699951,3087.696777,0.9393385949938052
1995,1,3087.699951,3121.300049,2929.699951,3040.096924,0.9845840260758221
1995,2,3054.199951,3174.100098,3002.199951,3024.496826,0.994868552421192
1995,3,3024.5,3092.300049,2833.600098,2931.697021,0.9693172747935301
1995,4,2931.699951,3107.0,2911.899902,3091.896729,1.0546440190962694
1995,5,3119.300049,3348.800049,3119.300049,3226.496826,1.0435331800501406
1995,6,3240.5,3283.800049,3196.0,3219.096924,0.9977065212212914
1995,7,3219.100098,3395.899902,3201.100098,3373.396484,1.0479325611011023
1995,8,3375.899902,3542.5,3375.899902,3432.796631,1.017608409590078
1995,9,3432.800049,3546.600098,3328.5,3376.796631,0.9836867702868589
1995,10,3376.800049,3387.899902,3162.199951,3277.296631,0.9705342041962015
1995,11,3280.899902,3527.899902,3242.899902,3510.096436,1.0710340964555802
1995,12,3520.5,3641.5,3509.199951,3630.796387,1.0343865056703534
1996,1,3640.0,3768.100098,3629.0,3734.496338,1.0285612135594537
1996,2,3734.5,3916.300049,3611.800049,3915.496094,1.0484669791099417
1996,3,3915.5,3939.5,3634.0,3857.096191,0.98508492880647
1996,4,3857.100098,4139.799805,3830.199951,4082.895752,1.0585413351958581
1996,5,4061.0,4189.799805,3980.600098,4111.695801,1.007053829132398
1996,6,4092.899902,4291.5,4064.600098,4264.095703,1.0370649749825684
1996,7,4264.100098,4306.5,3890.600098,3979.395752,0.9332332173502346
1996,8,3992.199951,4124.600098,3985.5,4025.49585,1.0115846979976373
1996,9,4025.5,4240.399902,3898.100098,4215.595703,1.0472239595030266
1996,10,4215.600098,4413.799805,4208.700195,4306.695801,1.0216102549718349
1996,11,4306.700195,4667.899902,4290.0,4667.794922,1.08384597791099
1996,12,4667.799805,5217.799805,4603.299805,5154.794434,1.1043318140873537
1997,1,5097.5,5571.5,5011.399902,5327.394531,1.0334834102911188
1997,2,5318.399902,5567.5,5263.799805,5305.394531,0.995870401587121
1997,3,5305.399902,5702.799805,5249.0,5424.294434,1.0224111331033454
1997,4,5367.600098,5909.299805,5254.5,5909.293945,1.0894124603487558
1997,5,5973.700195,6747.700195,5973.700195,6300.793457,1.0662514871732276
1997,6,6300.799805,6989.799805,6180.0,6884.593262,1.0926549662330882
1997,7,6884.600098,7222.299805,6640.899902,6810.893066,0.98929490919866
1997,8,6810.899902,6932.5,6500.200195,6532.292969,0.9590949242191493
1997,9,6532.299805,7307.399902,6532.100098,7269.692871,1.112885307731825
1997,10,7269.700195,7335.100098,5403.5,6380.393555,0.8776703044020524
1997,11,6419.899902,6953.5,6083.799805,6932.093262,1.0864679744665071
1997,12,6990.0,7374.600098,6967.5,7255.392578,1.0466380505542596
1998,1,7318.899902,8000.5,7235.200195,7958.991699,1.0969760234798969
1998,2,8030.200195,8903.599609,8003.5,8900.09082,1.118243510810325
1998,3,8923.299805,10407.799805,8779.299805,10209.088867,1.1470769314014706
1998,4,10209.099609,10949.799805,9503.299805,10025.589844,0.9820259157902776
1998,5,10163.200195,10527.700195,9590.799805,10005.69043,0.9980151378313259
1998,6,10005.700195,10402.700195,9465.799805,10146.389648,1.0140619199628786
1998,7,10180.799805,10989.799805,10180.799805,10493.689453,1.0342289047679596
1998,8,10437.799805,10568.900391,7870.0,8264.691406,0.7875868104365558
1998,9,8264.700195,8735.299805,7090.799805,7676.492188,0.9288298631969518
1998,10,7676.5,8814.299805,6869.700195,8799.991211,1.1463557827566433
1998,11,8928.299805,9981.900391,8789.099609,9645.490234,1.0960795303912494
1998,12,9469.400391,10054.900391,9002.799805,9836.589844,1.019812327353397
1999,1,9971.299805,10920.099609,8905.599609,9878.790039,1.0042901244912372
1999,2,9941.599609,10275.299805,9363.700195,9997.290039,1.0119953961499517
1999,3,9997.299805,10276.200195,9588.799805,9740.69043,0.9743330834657208
1999,4,9826.900391,10239.099609,9605.299805,9975.390625,1.0240948212743888
1999,5,9975.400391,10416.299805,9911.299805,10072.290039,1.0097138465692919
1999,6,10072.299805,10484.400391,9981.400391,10218.588867,1.0145248823687099
1999,7,10290.0,10555.599609,9234.200195,9391.890625,0.9190985905431867
1999,8,9391.900391,10079.799805,9100.400391,9806.089844,1.044101793295745
1999,9,9850.200195,10117.0,9420.299805,9525.390625,0.9713750104817008
1999,10,9525.400391,9835.5,9210.799805,9741.490234,1.022686692599549
1999,11,9741.5,11022.799805,9697.700195,10958.088867,1.124888349089936
1999,12,10958.099609,11822.5,10901.0,11641.388672,1.0623557459054507
2000,1,11641.400391,11881.799805,10770.5,10835.088867,0.9307385203159377
2000,2,10840.0,12912.299805,10840.0,12585.787109,1.1615767312561713
2000,3,12585.799805,12968.5,11633.799805,11934.988281,0.9482909712071468
2000,4,11935.0,11958.599609,10771.599609,11467.888672,0.9608630022918748
2000,5,11569.200195,11974.400391,10211.299805,10688.489258,0.9320363637726113
2000,6,10688.5,11220.5,10351.400391,10581.289063,0.9899705007496952
2000,7,10581.299805,11063.900391,10375.0,10531.588867,0.9953030112206473
2000,8,10531.599609,11364.299805,10453.0,10884.689453,1.033527760194515
2000,9,10938.599609,11510.200195,10629.599609,10949.989258,1.0059992345470177
2000,10,10950.0,11304.599609,9826.599609,10363.088867,0.9464017381961164
2000,11,10382.599609,10673.900391,9179.599609,9214.490234,0.8891644520527489
2000,12,9260.5,9902.0,8756.400391,9109.791016,0.9886375463708584
2001,1,9109.799805,10219.5,8946.200195,10115.990234,1.1104525028326955
2001,2,10116.0,10168.299805,9231.599609,9551.390625,0.944187410630116
2001,3,9509.0,9963.0,8531.799805,9308.290039,0.97454814743272
2001,4,9308.299805,9904.0,8784.799805,9760.990234,1.0486340877973592
2001,5,9761.0,9854.599609,9370.599609,9500.69043,0.9733326437420963
2001,6,9498.900391,9663.900391,8634.099609,8878.391602,0.9344996205712595
2001,7,8878.400391,9104.900391,8074.5,8479.991211,0.9551269634344296
2001,8,8480.0,8684.900391,8083.799805,8321.09082,0.9812617269232689
2001,9,8321.099609,8374.400391,6260.100098,7313.992676,0.8789704179673884
2001,10,7314.0,8176.600098,6925.899902,7774.291992,1.062934068489079
2001,11,7765.0,8742.700195,7602.700195,8364.691406,1.0759425314366298
2001,12,8302.900391,8876.0,8099.5,8397.59082,1.0039331294369571
2002,1,8397.599609,8608.5,7737.700195,8050.391602,0.9586549016923884
2002,2,8067.0,8204.5,7628.0,8135.491699,1.0105709263856006
2002,3,8118.399902,8481.099609,8066.0,8249.691406,1.0140372224845404
2002,4,8235.799805,8470.799805,7933.100098,8154.391602,0.9884480765025115
2002,5,8202.200195,8229.700195,7788.100098,7949.89209,0.974921548782395
2002,6,7917.5,8016.799805,6433.600098,6912.993164,0.8695706917450751
2002,7,6851.399902,7165.100098,5824.200195,6249.293457,0.9039924253858262
2002,8,6250.399902,6727.200195,5815.600098,6435.693848,1.0298274344584037
2002,9,6433.0,6514.5,5293.5,5431.694824,0.843995216722124
2002,10,5477.200195,6262.0,5266.899902,6139.393555,1.130290591414124
2002,11,6271.700195,6766.799805,5978.600098,6685.593262,1.088966394173439
2002,12,6659.600098,6848.799805,5981.100098,6036.893555,0.9029705096349308
2003,1,6050.600098,6645.5,5789.799805,5947.694336,0.9852243180723103
2003,2,5989.399902,6186.899902,5741.899902,5999.394043,1.008692394746494
2003,3,6025.700195,6258.5,5447.700195,5870.494141,0.9785145131198042
2003,4,5900.799805,6674.700195,5893.299805,6489.493652,1.105442488508226
2003,5,6471.899902,6578.100098,6177.799805,6508.493164,1.002927734122083
2003,6,6551.5,7081.600098,6491.700195,6861.993164,1.0543136469675178
2003,7,6877.5,7067.899902,6735.299805,7061.692871,1.0291022888288024
2003,8,7027.799805,7258.899902,6876.799805,7111.29248,1.0070237561879374
2003,9,7156.399902,7315.399902,6664.700195,6703.593262,0.9426687597020338
2003,10,6722.299805,7152.799805,6701.700195,7129.492676,1.0635330034735635
2003,11,7138.200195,7318.899902,7028.200195,7252.492676,1.0172522794523728
2003,12,7284.600098,7818.0,7280.899902,7737.192383,1.0668321539439767
2004,1,7746.100098,8134.799805,7743.600098,7929.89209,1.024905637272688
2004,2,7937.200195,8350.900391,7869.600098,8249.391602,1.0402905245587015
2004,3,8277.099609,8376.0,7659.299805,8018.091797,0.9719615923016771
2004,4,8039.899902,8478.0,8016.0,8109.491699,1.011399208728715
2004,5,8084.100098,8266.0,7605.700195,7959.291504,0.9814784698505186
2004,6,7932.399902,8203.900391,7836.100098,8078.291504,1.0149510794949776
2004,7,8095.799805,8141.5,7715.100098,7919.291992,0.9803176807965807
2004,8,7880.0,7930.5,7538.700195,7869.492188,0.9937115838069475
2004,9,7894.799805,8131.200195,7893.799805,8029.191895,1.0202935212571302
2004,10,8037.700195,8490.099609,8037.700195,8418.291016,1.0484605581842306
2004,11,8468.099609,8784.099609,8440.599609,8692.991211,1.032631349341321
2004,12,8676.5,9118.799805,8673.299805,9080.791016,1.0446106289063406
2005,1,9085.200195,9224.599609,8907.0,9223.890625,1.01575849601074
2005,2,9218.900391,9647.700195,9193.599609,9390.990234,1.018115957332267
2005,3,9372.200195,9581.799805,9158.0,9258.790039,0.985922656535051
2005,4,9254.700195,9442.200195,8938.900391,9001.59082,0.9722210766291681
2005,5,9027.900391,9472.400391,9020.099609,9427.089844,1.0472693141144132
2005,6,9455.400391,9815.5,9443.0,9783.19043,1.0377741797195918
2005,7,9731.0,10162.400391,9399.299805,10115.589844,1.0339765863067225
2005,8,10122.599609,10253.700195,9823.799805,10008.890625,0.989452002241541
2005,9,10049.900391,10851.400391,10048.400391,10813.889648,1.0804283964287997
2005,10,10835.799805,10919.200195,10256.0,10493.789063,0.9703991259926349
2005,11,10469.400391,10716.799805,10336.099609,10557.789063,1.0060988456710696
2005,12,10580.0,10811.900391,10423.900391,10733.889648,1.0166796839706853
2006,1,10725.799805,11112.099609,10611.099609,11104.288086,1.0345073827053006
2006,2,11030.5,11840.099609,11030.099609,11740.688477,1.0573112284255624
2006,3,11764.599609,11970.0,11566.799805,11854.288086,1.0096757195476693
2006,4,11923.5,11975.5,11552.099609,11892.488281,1.0032224790491735
2006,5,11843.299805,12106.0,10918.299805,11340.488281,0.9535841459787775
2006,6,11327.700195,11585.299805,10744.200195,11548.087891,1.0183060556879031
2006,7,11527.900391,11892.299805,11116.0,11817.988281,1.0233718683601587
2006,8,11806.900391,12200.0,11698.5,12144.6875,1.0276442327773536
2006,9,12152.200195,13001.599609,11969.200195,12934.6875,1.0650490183464987
2006,10,12937.200195,13773.5,12819.599609,13752.986328,1.0632639039791263
2006,11,13769.200195,14338.0,13652.0,13849.286133,1.007002101412981
2006,12,13910.5,14420.799805,13551.099609,14146.485352,1.0214595334478533
2007,1,14173.200195,14605.599609,14065.700195,14553.185547,1.028749204122457
2007,2,14637.5,14963.599609,14070.900391,14248.385742,0.9790561451982019
2007,3,14228.599609,14730.400391,13602.400391,14641.685547,1.0276031132313228
2007,4,14619.900391,15136.200195,14342.0,14374.584961,0.9817575247643037
2007,5,14421.799805,15340.5,14176.0,15329.384766,1.0664227737768077
2007,6,15330.400391,15543.799805,14582.400391,14891.985352,0.9714666034758207
2007,7,14790.799805,15297.200195,14378.700195,14802.385742,0.993983367033868
2007,8,14508.900391,15028.700195,13841.599609,14479.785156,0.9782061762459912
2007,9,14517.700195,14704.5,13519.099609,14576.485352,1.0066782894192272
2007,10,14519.0,15897.299805,14443.900391,15890.484375,1.0901451201211347
2007,11,15864.099609,16040.400391,15165.099609,15759.884766,0.9917812694743607
2007,12,15767.099609,15983.400391,15107.400391,15182.28418,0.9633499486464456
2008,1,15101.900391,15186.0,11937.200195,13228.986328,0.8713436114854756
2008,2,13440.700195,13652.099609,12721.400391,13170.386719,0.9955703628723263
2008,3,12998.0,13596.400391,12571.400391,13268.986328,1.0074864627063502
2008,4,13205.599609,14019.599609,13106.799805,13798.286133,1.03988999550652
2008,5,13916.200195,14301.299805,13397.900391,13600.886719,0.9856939179186971
2008,6,13610.5,13612.099609,11874.5,12046.188477,0.8856914057060606
2008,7,12028.5,12035.200195,10932.400391,11881.288086,0.9863109902925019
2008,8,11719.0,12078.700195,11185.5,11707.288086,0.9853551232206019
2008,9,11607.5,11936.299805,10571.099609,10987.489258,0.9385170312106048
2008,10,11064.299805,11441.5,7737.200195,9115.991211,0.8296700908592597
2008,11,9185.799805,9883.799805,7830.899902,8910.59082,0.977468123186412
2008,12,8914.0,9332.900391,8293.200195,9195.790039,1.0320067686600387
2009,1,9262.0,9800.0,7981.700195,8450.391602,0.9189413379558784
2009,2,8275.400391,8653.799805,7385.0,7620.89209,0.9018389263991413
2009,3,7428.600098,8121.700195,6702.600098,7814.992188,1.025469472039198
2009,4,7761.299805,9100.799805,7637.200195,9037.991211,1.1564939533628615
2009,5,9048.099609,9555.599609,8828.5,9424.290039,1.0427416689153053
2009,6,9554.799805,9890.599609,9200.700195,9787.790039,1.0385705446771856
2009,7,9798.099609,10932.900391,9241.200195,10855.088867,1.1090439030411656
2009,8,10809.900391,11522.799805,10511.900391,11365.087891,1.0469824826170169
2009,9,11434.0,11938.200195,10874.400391,11756.087891,1.0344036054758219
2009,10,11766.599609,11960.400391,11268.5,11414.788086,0.9709682499684879
2009,11,11354.0,12102.599609,11179.900391,11644.688477,1.0201405746009398
2009,12,11746.200195,12070.900391,11468.700195,11939.988281,1.0253591845400816
2010,1,11986.5,12240.5,10821.200195,10947.689453,0.9168928139084497
2010,2,10852.400391,11201.599609,9916.599609,10333.588867,0.9439059183550625
2010,3,10434.700195,11190.0,10287.599609,10871.289063,1.052034216081223
2010,4,10950.400391,11566.099609,10077.900391,10492.189453,0.9651283663047606
2010,5,10426.200195,10452.200195,8812.099609,9359.390625,0.8920340856334709
2010,6,9282.200195,10209.5,8563.599609,9263.390625,0.9897429219650714
2010,7,9041.700195,10788.0,8977.700195,10499.789063,1.1334714779989103
2010,8,10535.400391,10953.099609,9773.799805,10186.989258,0.9702089439013336
2010,9,10232.700195,10902.5,10170.099609,10514.489258,1.0321488510202173
2010,10,10520.099609,11021.599609,10310.200195,10812.889648,1.0283799224744044
2010,11,10901.799805,10903.400391,9203.400391,9267.19043,0.857050310479595
2010,12,9344.200195,10253.900391,9331.400391,9859.089844,1.0638704274473396
2011,1,9899.400391,10961.099609,9387.900391,10805.989258,1.0960432888819103
2011,2,10886.200195,11165.0,10543.299805,10850.789063,1.0041458309767275
2011,3,10898.799805,10939.700195,10076.5,10576.489258,0.9747207504074211
2011,4,10657.200195,10958.200195,10289.099609,10878.889648,1.0285917550354682
2011,5,10917.400391,10928.200195,10030.599609,10475.989258,0.9629649345625936
2011,6,10506.0,10549.0,9758.5,10359.889648,0.9889175516372989
2011,7,10359.400391,10536.799805,9276.099609,9630.69043,0.9296132253550821
2011,8,9713.0,9752.299805,7767.299805,8718.59082,0.9052923965701597
2011,9,8748.0,8801.700195,7505.299805,8546.59082,0.9802720412563183
2011,10,8346.599609,9351.0,8065.100098,8954.891602,1.0477735263801946
2011,11,8775.400391,8800.900391,7601.200195,8449.491211,0.943561528886947
2011,12,8441.0,8844.200195,8120.899902,8566.291016,1.0138232944544567
2012,1,8558.0,8746.599609,8233.799805,8509.191406,0.9933343835863907
2012,2,8558.599609,8967.400391,8429.099609,8465.891602,0.9949114079195032
2012,3,8442.0,8625.5,7866.399902,8007.991699,0.9459123829447772
2012,4,8024.700195,8072.600098,6811.200195,7010.992676,0.8754994934467152
2012,5,7100.899902,7175.700195,6012.0,6089.793457,0.8686064496753161
2012,6,6109.700195,7102.200195,5987.799805,7102.192871,1.1662452792772937
2012,7,7082.399902,7219.5,5905.299805,6738.093262,0.948734198632269
2012,8,6715.200195,7645.0,6296.100098,7420.492676,1.1012748543936672
2012,9,7398.5,8231.0,7351.200195,7708.492188,1.0388113733918873
2012,10,7712.799805,8156.600098,7565.5,7842.89209,1.0174353036524082
2012,11,7807.100098,7995.899902,7490.600098,7934.592285,1.0116921403415615
2012,12,7963.399902,8345.400391,7670.799805,8167.491699,1.0293524110167938
2013,1,8337.900391,8755.900391,8286.700195,8362.291016,1.0238505681032832
2013,2,8233.400391,8400.099609,7895.5,8230.291016,0.9842148521562529
2013,3,8220.5,8670.400391,7797.200195,7919.992188,0.9622979518711106
2013,4,7917.600098,8524.200195,7716.100098,8418.991211,1.063004989292295
2013,5,8393.900391,8669.200195,8216.5,8320.59082,0.9883120924426871
2013,6,8266.599609,8430.0,7508.399902,7762.692383,0.9329496607790166
2013,7,7817.0,8480.099609,7612.799805,8433.391602,1.0864003345628903
2013,8,8466.299805,8828.099609,8275.900391,8290.491211,0.9830554066804974
2013,9,8370.200195,9299.099609,8331.099609,9186.089844,1.1080272097522637
2013,10,9177.599609,10063.900391,9173.400391,9907.890625,1.0785754105672556
2013,11,9906.599609,10025.900391,9467.0,9837.589844,0.9929045663036878
2013,12,9838.200195,9949.799805,9232.099609,9916.69043,1.00804064687127
2014,1,9923.599609,10552.700195,9716.5,9920.19043,1.0003529403307185
2014,2,9911.5,10269.0,9654.799805,10114.19043,1.019556076203266
2014,3,9951.599609,10420.599609,9703.099609,10340.489258,1.0223743886934111
2014,4,10368.099609,10705.099609,9984.299805,10458.989258,1.0114598059185957
2014,5,10453.599609,10803.400391,10282.400391,10798.689453,1.0324792565151706
2014,6,10819.0,11249.400391,10667.200195,10923.489258,1.011556939899343
2014,7,10954.5,11100.200195,10423.599609,10707.189453,0.9801986526565593
2014,8,10682.799805,10883.799805,9946.900391,10728.789063,1.0020172996933334
2014,9,10749.200195,11191.799805,10625.5,10825.489258,1.0090131509187261
2014,10,10793.900391,10889.299805,9370.5,10477.789063,0.9678813412758179
2014,11,10454.299805,10792.299805,10017.5,10770.689453,1.0279544079613423
2014,12,10700.599609,10928.299805,9661.0,10279.489258,0.9543947305190211
2015,1,10386.700195,10716.900391,9610.099609,10403.289063,1.0120433809397342
2015,2,10396.599609,11184.5,10136.400391,11178.288086,1.0744955771493787
2015,3,11190.5,11618.299805,10858.400391,11521.087891,1.0306665745562
2015,4,11482.0,11884.599609,11258.0,11384.988281,0.9881869133116923
2015,5,11377.099609,11609.900391,10928.200195,11217.587891,0.9852963932971834
2015,6,11264.799805,11497.099609,10654.299805,10769.489258,0.9600539227011978
2015,7,10857.700195,11612.599609,10324.299805,11180.688477,1.0381818681600472
2015,8,11180.599609,11330.0,9502.400391,10258.989258,0.9175632859375298
2015,9,10136.099609,10193.0,9231.299805,9559.890625,0.9318550185190185
2015,10,9668.900391,10591.900391,9428.799805,10360.689453,1.0837665261468405
2015,11,10279.299805,10631.599609,10005.200195,10386.889648,1.0025288080603951
2015,12,10409.900391,10476.599609,9351.799805,9544.19043,0.9188689543686195
2016,1,9429.799805,9446.200195,8206.0,8815.791016,0.9236813830002344
2016,2,8849.299805,8896.5,7746.299805,8461.391602,0.9597994764897678
2016,3,8454.599609,9217.299805,8423.599609,8723.09082,1.030928626201173
2016,4,8624.599609,9360.200195,8256.099609,9025.691406,1.0346896062696278
2016,5,9066.900391,9155.5,8563.900391,9033.991211,1.0009195755346216
2016,6,9028.299805,9056.599609,7579.799805,8163.299805,0.9036205165951648
2016,7,8240.099609,8720.200195,7857.799805,8587.200195,1.0519275783232118
2016,8,8667.5,8780.700195,8229.400391,8716.799805,1.0150921845371053
2016,9,8746.299805,9135.799805,8543.099609,8779.400391,1.0071816018952373
2016,10,8759.0,9255.299805,8551.200195,9143.299805,1.041449233181465
2016,11,9206.5,9214.099609,8558.5,8688.200195,0.950225890028113
2016,12,8671.599609,9452.900391,8512.400391,9352.099609,1.0764139176238214
2017,1,9448.299805,9623.5,9279.0,9315.200195,0.9960544246166394
2017,2,9416.0,9614.599609,9236.599609,9555.5,1.0257965261046118
2017,3,9618.0,10462.900391,9616.599609,10462.900391,1.0949610581340583
2017,4,10457.700195,10828.799805,10216.900391,10715.799805,1.024171061995156
2017,5,10737.700195,11184.400391,10564.299805,10880.0,1.0153231861352414
2017,6,10891.599609,11048.0,10433.200195,10444.5,0.9599724264705884
2017,7,10507.599609,10704.299805,10368.099609,10502.200195,1.005524457369908
2017,8,10613.400391,10758.200195,10134.299805,10299.5,0.9806992638460175
2017,9,10328.799805,10410.200195,10087.599609,10381.5,1.0079615515316278
2017,10,10262.299805,10570.5,9922.299805,10523.5,1.0136781775273325
2017,11,10591.400391,10594.200195,9889.400391,10211.0,0.9703045564688554
2017,12,10225.5,10380.299805,10028.700195,10043.900391,0.9836353335618453
2018,1,10089.599609,10643.400391,10017.0,10451.5,1.0405818051884743
2018,2,10518.299805,10543.700195,9581.099609,9840.299805,0.9415203372721622
2018,3,9795.299805,9811.400391,9327.599609,9600.400391,0.9756207210396063
2018,4,9532.099609,9995.400391,9417.299805,9980.599609,1.0396024334939635
2018,5,9982.599609,10291.400391,9400.299805,9465.5,0.9483899135142629
2018,6,9544.700195,9985.900391,9506.599609,9622.700195,1.0166077011251389
2018,7,9526.299805,9971.599609,9443.5,9870.700195,1.0257723918416224
2018,8,9871.099609,9902.299805,9339.5,9399.099609,0.9522221750551304
2018,9,9387.700195,9665.400391,9111.099609,9389.200195,0.9989467699660803
2018,10,9384.299805,9475.200195,8627.599609,8893.5,0.9472052800339713
2018,11,8882.5,9232.299805,8829.599609,9077.200195,1.0206555568673752
2018,12,9239.799805,9262.099609,8286.200195,8539.900391,0.9408077609331608
2019,1,8448.299805,9225.400391,8354.799805,9056.700195,1.060515905378082
2019,2,9058.599609,9293.099609,8826.5,9277.700195,1.024401823538557
2019,3,9313.5,9532.900391,9106.799805,9240.299805,0.9959687865296447
2019,4,9304.799805,9588.200195,9269.700195,9570.599609,1.0357455722184759
2019,5,9545.5,9559.700195,8959.5,9004.200195,0.9408188162560507
2019,6,8945.700195,9332.5,8903.099609,9198.799805,1.0216120927773313
2019,7,9290.299805,9453.0,8946.700195,8971.0,0.975235921008284
2019,8,8947.599609,9038.200195,8409.200195,8812.900391,0.9823765902352023
2019,9,8810.799805,9257.299805,8772.799805,9244.599609,1.0489849197025831
2019,10,9277.0,9494.5,8850.599609,9257.5,1.0013954515658463
2019,11,9293.099609,9482.5,9132.799805,9352.0,1.0102079395085064
2019,12,9367.200195,9700.5,9110.099609,9549.200195,1.0210864194824634
2020,1,9639.099609,9709.900391,9357.799805,9367.900391,0.9810141372787503
2020,2,9404.400391,10100.200195,8582.700195,8723.200195,0.9311798621792161
2020,3,8910.200195,9014.299805,5814.5,6785.399902,0.7778567211938209
2020,4,6627.299805,7209.700195,6424.5,6922.299805,1.020175657290243
2020,5,6767.700195,7244.5,6421.399902,7096.5,1.0251650751783643
2020,6,7228.700195,7992.700195,7062.899902,7231.399902,1.0190093570069751
2020,7,7245.600098,7654.799805,6877.399902,6877.399902,0.9510468229115503
2020,8,6867.399902,7321.899902,6788.899902,6969.5,1.013391703159971
2020,9,7038.5,7159.600098,6552.299805,6716.600098,0.9637133363942889
2020,10,6789.100098,7024.600098,6329.5,6452.200195,0.9606348600270646
2020,11,6481.399902,8199.900391,6396.299805,8076.899902,1.2518055326707054
2020,12,8112.700195,8322.900391,7663.5,8111.5,1.004283833948645
2021,1,8191.799805,8439.700195,7713.5,7757.5,0.9563582567959074
2021,2,7823.0,8387.0,7779.799805,8225.0,1.060264260393168
2021,3,8324.599609,8740.099609,8239.700195,8580.0,1.0431610942249245
2021,4,8595.599609,8869.900391,8426.200195,8815.0,1.0273892773892772
2021,5,8821.599609,9254.700195,8796.299805,9148.900391,1.0378786603516734
2021,6,9167.299805,9310.799805,8765.299805,8821.200195,0.9641814664063487
2021,7,8862.299805,8968.099609,8252.200195,8675.700195,0.983505645855031
2021,8,8723.299805,9015.700195,8723.299805,8846.599609,1.019698630676345
2021,9,8923.700195,9055.5,8551.200195,8796.299805,0.9943142217096812
2021,10,8693.400391,9057.700195,8654.799805,9057.700195,1.0297170851147446
2021,11,9064.599609,9198.099609,8260.700195,8305.099609,0.9169104110538512
2021,12,8357.099609,8728.0,8082.399902,8713.799805,1.0492107518562581
